,account_id,customer_id,account_type,balance,status_type
5544,8939,61228,Checking/Current Account,6054.0,Active
5545,43218,28673,Certificate of Deposit (CD),3.0,Inactive/Dormant
5546,465,28673,Savings Account,56728031.0,Limited/Restricted
5547,8247,28673,Custodial Account,3.0,Limited/Restricted
5548,18710,41780,Checking/Current Account,3394.0,Inactive/Dormant
5549,60948,41780,Custodial Account,6606.0,Defaulted
5550,38913,41780,Trust Account,203946.0,Active
5551,20679,41780,Business Account,9491.0,Inactive/Dormant
5552,22501,12579,Checking/Current Account,824489314.0,Limited/Restricted
5553,43718,12579,Trust Account,3.0,Closed
5554,12763,12579,Business Account,886712752.0,Defaulted
5555,65321,51206,Business Account,8050487.0,Defaulted
5556,36703,51206,Checking/Current Account,682402722.0,Closed
5557,14649,24592,Trust Account,771.0,Defaulted
5558,40851,24592,Certificate of Deposit (CD),7.0,Closed
5559,47346,20005,Custodial Account,803348.0,Closed
5560,26361,20005,Savings Account,3099203.0,Blocked/Frozen
5561,9838,45066,Savings Account,70.0,Active
5562,31640,45066,Custodial Account,81.0,Blocked/Frozen
5563,31363,45066,Business Account,5233.0,Defaulted
5564,12780,31113,Custodial Account,920.0,Active
5565,34397,18482,Savings Account,20044806.0,Blocked/Frozen
5566,5774,18482,Checking/Current Account,4964321.0,Inactive/Dormant
5567,62896,1006,Business Account,7.0,Blocked/Frozen
5568,36096,1006,Savings Account,3550052.0,Defaulted
5569,64918,1006,Certificate of Deposit (CD),21.0,Limited/Restricted
5570,63533,18026,Business Account,7.0,Inactive/Dormant
5571,38233,56782,Savings Account,374.0,Limited/Restricted
5572,25562,56782,Individual Retirement Account (IRA),589808.0,Blocked/Frozen
5573,13884,56782,Savings Account,682989.0,Blocked/Frozen
5574,25933,56782,Custodial Account,345385.0,Active
5575,48474,6939,Certificate of Deposit (CD),799.0,Active
5576,60532,53810,Trust Account,490947861.0,Inactive/Dormant
5577,59012,53810,Individual Retirement Account (IRA),491.0,Limited/Restricted
5578,14361,40134,Business Account,9.0,Closed
5579,36826,64455,Checking/Current Account,1.0,Inactive/Dormant
5580,15594,64455,Savings Account,18298097.0,Defaulted
5581,41347,64455,Trust Account,577670.0,Limited/Restricted
5582,46776,15361,Checking/Current Account,326.0,Closed
5583,54241,15361,Business Account,8923.0,Inactive/Dormant
5584,5080,15361,Checking/Current Account,61043.0,Blocked/Frozen
5585,63365,1554,Checking/Current Account,970728721.0,Inactive/Dormant
5586,36036,1554,Custodial Account,7363226.0,Inactive/Dormant
5587,46327,1554,Individual Retirement Account (IRA),8183.0,Blocked/Frozen
5588,27067,26550,Individual Retirement Account (IRA),46328496.0,Limited/Restricted
5589,46171,11426,Checking/Current Account,14723.0,Closed
5590,53440,32298,Business Account,26.0,Blocked/Frozen
5591,29948,16107,Trust Account,1.0,Limited/Restricted
5592,10407,16107,Custodial Account,1168.0,Limited/Restricted
5593,38641,16107,Trust Account,5545.0,Blocked/Frozen
5594,64943,16107,Certificate of Deposit (CD),119658020.0,Active
5595,6010,31252,Individual Retirement Account (IRA),2.0,Closed
5596,40545,31252,Trust Account,6554138.0,Closed
5597,55116,31252,Trust Account,2429416.0,Defaulted
5598,24703,31252,Certificate of Deposit (CD),594.0,Active
5599,19182,64092,Trust Account,93776.0,Inactive/Dormant
5600,64905,64092,Custodial Account,5315239.0,Closed
5601,18060,64092,Individual Retirement Account (IRA),178218473.0,Active
5602,34339,64092,Custodial Account,89481136.0,Limited/Restricted
5603,62136,12745,Checking/Current Account,38.0,Inactive/Dormant
5604,60885,12745,Trust Account,524842462.0,Inactive/Dormant
5605,55100,56708,Certificate of Deposit (CD),1.0,Limited/Restricted
5606,41560,40782,Savings Account,4071227.0,Closed
5607,19206,35600,Business Account,5144.0,Inactive/Dormant
5608,51021,42666,Checking/Current Account,524321446.0,Limited/Restricted
5609,4327,35372,Certificate of Deposit (CD),851984170.0,Inactive/Dormant
5610,41407,35372,Savings Account,64.0,Defaulted
5611,36803,26670,Business Account,34650.0,Closed
5612,51333,26670,Individual Retirement Account (IRA),0.0,Defaulted
5613,48850,643,Business Account,2813694.0,Blocked/Frozen
5614,40674,643,Certificate of Deposit (CD),485.0,Inactive/Dormant
5615,59272,643,Checking/Current Account,59366.0,Active
5616,8349,643,Savings Account,38.0,Inactive/Dormant
5617,57683,59288,Checking/Current Account,956.0,Defaulted
5618,17036,59288,Checking/Current Account,303062525.0,Closed
5619,42291,34386,Certificate of Deposit (CD),803.0,Active
5620,29549,14056,Trust Account,4272711.0,Defaulted
5621,44343,38736,Business Account,82666.0,Blocked/Frozen
5622,19829,38736,Business Account,5631.0,Defaulted
5623,23195,64961,Certificate of Deposit (CD),32.0,Limited/Restricted
5624,5911,64961,Checking/Current Account,48486.0,Blocked/Frozen
5625,38270,34229,Individual Retirement Account (IRA),467120.0,Inactive/Dormant
5626,9706,34229,Custodial Account,5162735.0,Inactive/Dormant
5627,12416,34229,Certificate of Deposit (CD),7.0,Blocked/Frozen
5628,57712,11532,Checking/Current Account,4.0,Defaulted
5629,32059,11532,Custodial Account,71908.0,Active
5630,28132,11532,Trust Account,3192.0,Inactive/Dormant
5631,41827,51613,Business Account,11193.0,Inactive/Dormant
5632,5109,51613,Savings Account,10.0,Active
5633,6084,51613,Individual Retirement Account (IRA),16.0,Inactive/Dormant
5634,33015,51613,Certificate of Deposit (CD),46834.0,Limited/Restricted
5635,25004,33566,Trust Account,1893766.0,Defaulted
5636,44280,22713,Custodial Account,3.0,Defaulted
5637,59801,2938,Trust Account,8558355.0,Active
5638,22975,3373,Certificate of Deposit (CD),586203.0,Limited/Restricted
5639,363,3373,Individual Retirement Account (IRA),437550488.0,Inactive/Dormant
5640,915,3373,Business Account,23031933.0,Active
5641,30718,53028,Checking/Current Account,36117.0,Blocked/Frozen
5642,60644,57054,Savings Account,531613191.0,Blocked/Frozen
5643,58195,57054,Checking/Current Account,906802.0,Defaulted
5644,21440,57054,Individual Retirement Account (IRA),658577.0,Active
5645,3120,6680,Savings Account,580692.0,Limited/Restricted
5646,21696,6680,Savings Account,778890.0,Limited/Restricted
5647,59545,6680,Checking/Current Account,6812725.0,Closed
5648,11297,6680,Certificate of Deposit (CD),26848556.0,Limited/Restricted
5649,13975,44322,Savings Account,18108662.0,Inactive/Dormant
5650,62453,51303,Business Account,1264.0,Limited/Restricted
5651,21235,51303,Checking/Current Account,536511776.0,Limited/Restricted
5652,13576,3116,Individual Retirement Account (IRA),9.0,Blocked/Frozen
5653,27693,3116,Business Account,67859.0,Limited/Restricted
5654,2112,3116,Checking/Current Account,76.0,Blocked/Frozen
5655,12135,3116,Checking/Current Account,94.0,Closed
5656,4971,35377,Certificate of Deposit (CD),0.0,Closed
5657,40207,35377,Certificate of Deposit (CD),3.0,Blocked/Frozen
5658,55024,63348,Business Account,810.0,Active
5659,1417,19359,Individual Retirement Account (IRA),12.0,Closed
5660,41997,19359,Custodial Account,32.0,Closed
5661,45417,19359,Checking/Current Account,859.0,Closed
5662,41609,19359,Certificate of Deposit (CD),1.0,Limited/Restricted
5663,29726,64728,Savings Account,406097.0,Inactive/Dormant
5664,58990,64728,Business Account,6793.0,Closed
5665,16685,37254,Checking/Current Account,32956.0,Inactive/Dormant
5666,51875,37254,Business Account,6253.0,Defaulted
5667,12548,9311,Trust Account,7443.0,Active
5668,48588,9311,Business Account,4097800.0,Inactive/Dormant
5669,31687,9311,Individual Retirement Account (IRA),7.0,Blocked/Frozen
5670,29086,63577,Certificate of Deposit (CD),84.0,Blocked/Frozen
5671,54009,24949,Custodial Account,3.0,Blocked/Frozen
5672,38106,14440,Individual Retirement Account (IRA),8.0,Closed
5673,35074,14440,Checking/Current Account,77.0,Closed
5674,23637,14440,Business Account,6523.0,Closed
5675,65397,14440,Business Account,61132.0,Limited/Restricted
5676,11533,16598,Checking/Current Account,8233.0,Limited/Restricted
5677,13024,6397,Business Account,2.0,Blocked/Frozen
5678,39538,6397,Custodial Account,499754.0,Defaulted
5679,25860,6397,Checking/Current Account,40098.0,Inactive/Dormant
5680,39296,6397,Certificate of Deposit (CD),37.0,Defaulted
5681,34918,48596,Individual Retirement Account (IRA),80737012.0,Blocked/Frozen
5682,31049,61716,Individual Retirement Account (IRA),8128.0,Blocked/Frozen
5683,43577,21517,Certificate of Deposit (CD),127559.0,Active
5684,29529,21517,Checking/Current Account,45883.0,Limited/Restricted
5685,55813,21517,Savings Account,46946.0,Blocked/Frozen
5686,62061,21517,Certificate of Deposit (CD),5615325.0,Active
5687,36114,28793,Custodial Account,46.0,Active
5688,47083,7052,Checking/Current Account,3219870.0,Closed
5689,30493,25749,Checking/Current Account,13.0,Inactive/Dormant
5690,18765,22306,Trust Account,11552082.0,Inactive/Dormant
5691,20678,47836,Custodial Account,493579.0,Inactive/Dormant
5692,29350,47836,Savings Account,454.0,Active
5693,18924,14740,Checking/Current Account,455253178.0,Closed
5694,50647,33842,Trust Account,131.0,Closed
5695,61746,33842,Custodial Account,73874083.0,Limited/Restricted
5696,36161,33842,Trust Account,570578.0,Active
5697,31884,48507,Certificate of Deposit (CD),41576920.0,Defaulted
5698,46107,48507,Trust Account,648629141.0,Active
5699,10645,18182,Certificate of Deposit (CD),8244275.0,Closed
5700,5914,17743,Certificate of Deposit (CD),82.0,Limited/Restricted
5701,23543,17743,Individual Retirement Account (IRA),12258.0,Blocked/Frozen
5702,57923,17743,Individual Retirement Account (IRA),4.0,Closed
5703,30919,65390,Individual Retirement Account (IRA),8.0,Defaulted
5704,9241,64307,Custodial Account,3330753.0,Limited/Restricted
5705,60265,64307,Trust Account,73796.0,Closed
5706,23056,63634,Savings Account,9.0,Limited/Restricted
5707,39633,63634,Trust Account,7691.0,Closed
5708,9919,63634,Business Account,777443.0,Closed
5709,61629,2054,Custodial Account,71307688.0,Defaulted
5710,5397,2054,Savings Account,529.0,Limited/Restricted
5711,56937,2054,Savings Account,331262501.0,Blocked/Frozen
5712,26112,19421,Individual Retirement Account (IRA),579727031.0,Inactive/Dormant
5713,28168,19421,Trust Account,26450031.0,Active
5714,24819,35781,Certificate of Deposit (CD),902155.0,Active
5715,36037,16485,Certificate of Deposit (CD),1.0,Active
5716,47775,60995,Business Account,561.0,Active
5717,21077,53226,Individual Retirement Account (IRA),8378900.0,Active
5718,38718,53226,Checking/Current Account,813923308.0,Blocked/Frozen
5719,6893,22633,Custodial Account,9658904.0,Active
5720,46007,22633,Trust Account,20438.0,Active
5721,16675,22633,Certificate of Deposit (CD),600734.0,Inactive/Dormant
5722,22193,34757,Business Account,505.0,Blocked/Frozen
5723,26179,34757,Custodial Account,6855258.0,Active
5724,47295,34757,Business Account,8441046.0,Active
5725,23829,1814,Checking/Current Account,6118424.0,Closed
5726,11145,1814,Individual Retirement Account (IRA),491267.0,Inactive/Dormant
5727,20734,55558,Business Account,847151593.0,Defaulted
5728,44991,16738,Certificate of Deposit (CD),0.0,Closed
5729,32740,16738,Business Account,2199615.0,Blocked/Frozen
5730,12966,16738,Custodial Account,797313625.0,Defaulted
5731,21390,34343,Individual Retirement Account (IRA),6777.0,Active
5732,62796,34343,Certificate of Deposit (CD),4.0,Closed
5733,54597,34343,Custodial Account,17608465.0,Blocked/Frozen
5734,52944,9019,Custodial Account,7566509.0,Blocked/Frozen
5735,42160,9019,Custodial Account,22.0,Limited/Restricted
5736,16512,665,Savings Account,676890.0,Defaulted
5737,61816,30706,Savings Account,84604066.0,Inactive/Dormant
5738,64343,58568,Checking/Current Account,15361.0,Inactive/Dormant
5739,9340,58568,Individual Retirement Account (IRA),26306962.0,Inactive/Dormant
5740,65487,57708,Certificate of Deposit (CD),5.0,Limited/Restricted
5741,60745,18085,Individual Retirement Account (IRA),57.0,Limited/Restricted
5742,13811,18085,Business Account,6900.0,Inactive/Dormant
5743,50682,18085,Certificate of Deposit (CD),7298.0,Blocked/Frozen
5744,21715,5842,Custodial Account,828.0,Defaulted
5745,65244,5842,Checking/Current Account,72.0,Closed
5746,602,5842,Business Account,51.0,Inactive/Dormant
5747,57985,5842,Custodial Account,832.0,Defaulted
5748,55521,20806,Business Account,89553080.0,Limited/Restricted
5749,46391,20806,Business Account,4227662.0,Defaulted
5750,7207,20806,Certificate of Deposit (CD),478.0,Active
5751,59133,20806,Certificate of Deposit (CD),208959989.0,Active
5752,28284,13308,Savings Account,43.0,Inactive/Dormant
5753,46085,13308,Custodial Account,86887688.0,Defaulted
5754,46491,34807,Certificate of Deposit (CD),4005.0,Active
5755,31362,34807,Individual Retirement Account (IRA),86.0,Blocked/Frozen
5756,16182,1633,Savings Account,77090449.0,Active
5757,65370,1633,Certificate of Deposit (CD),9365410.0,Limited/Restricted
5758,15470,37160,Savings Account,8.0,Active
5759,40896,37160,Certificate of Deposit (CD),0.0,Closed
5760,55159,56147,Savings Account,1037.0,Defaulted
5761,8565,56147,Individual Retirement Account (IRA),9.0,Blocked/Frozen
5762,54563,62482,Trust Account,556925.0,Active
5763,21679,62482,Business Account,1255438.0,Active
5764,62897,62482,Savings Account,36.0,Blocked/Frozen
5765,59168,15180,Certificate of Deposit (CD),661828.0,Limited/Restricted
5766,42157,15180,Checking/Current Account,74.0,Limited/Restricted
5767,36119,15180,Trust Account,89.0,Defaulted
5768,36316,60355,Trust Account,64.0,Limited/Restricted
5769,11596,60355,Individual Retirement Account (IRA),833.0,Active
5770,17589,60355,Custodial Account,26.0,Inactive/Dormant
5771,35849,60355,Trust Account,81286648.0,Active
5772,9639,24462,Savings Account,5812076.0,Closed
5773,23994,24462,Trust Account,5954.0,Defaulted
5774,33947,24462,Checking/Current Account,16.0,Closed
5775,7953,35288,Individual Retirement Account (IRA),65144359.0,Closed
5776,8818,35288,Custodial Account,92814.0,Limited/Restricted
5777,53375,35288,Certificate of Deposit (CD),52054.0,Limited/Restricted
5778,7681,56290,Individual Retirement Account (IRA),8549778.0,Defaulted
5779,4938,14930,Business Account,915561937.0,Limited/Restricted
5780,20987,14930,Checking/Current Account,256.0,Active
5781,1672,14930,Business Account,528.0,Active
5782,18072,14930,Custodial Account,59392907.0,Blocked/Frozen
5783,30934,40926,Business Account,5.0,Closed
5784,2505,40926,Trust Account,4.0,Active
5785,46648,60109,Certificate of Deposit (CD),64681.0,Closed
5786,40163,60109,Savings Account,838784.0,Active
5787,24256,60109,Trust Account,87147.0,Inactive/Dormant
5788,5553,60109,Certificate of Deposit (CD),2.0,Defaulted
5789,42977,60109,Individual Retirement Account (IRA),386.0,Closed
5790,36209,52231,Custodial Account,89.0,Limited/Restricted
5791,28053,52231,Savings Account,54982.0,Defaulted
5792,20233,52231,Savings Account,35.0,Active
5793,54050,52231,Business Account,73622.0,Blocked/Frozen
5794,6058,52231,Individual Retirement Account (IRA),5.0,Closed
5795,61772,5259,Certificate of Deposit (CD),337.0,Limited/Restricted
5796,40745,5259,Custodial Account,4539192.0,Inactive/Dormant
5797,32403,5259,Certificate of Deposit (CD),722933780.0,Blocked/Frozen
5798,47017,15822,Business Account,8562.0,Limited/Restricted
5799,18411,15822,Individual Retirement Account (IRA),7057.0,Closed
5800,59322,54053,Business Account,271391.0,Limited/Restricted
5801,46005,54053,Business Account,40351.0,Closed
5802,25127,54053,Business Account,8208.0,Inactive/Dormant
5803,34471,39105,Checking/Current Account,89.0,Defaulted
5804,54448,20684,Checking/Current Account,71.0,Closed
5805,5479,20684,Trust Account,5290.0,Active
5806,59642,20684,Trust Account,69685.0,Closed
5807,50386,17821,Individual Retirement Account (IRA),9939335.0,Active
5808,59627,17821,Savings Account,28412314.0,Inactive/Dormant
5809,24269,59496,Certificate of Deposit (CD),862.0,Closed
5810,62151,59496,Certificate of Deposit (CD),735499527.0,Active
5811,15152,59496,Business Account,36410586.0,Defaulted
5812,44631,59496,Custodial Account,90978504.0,Inactive/Dormant
5813,26313,21860,Custodial Account,72.0,Inactive/Dormant
5814,50154,21860,Savings Account,75027765.0,Inactive/Dormant
5815,62947,21860,Business Account,53.0,Active
5816,38603,21860,Savings Account,46673.0,Limited/Restricted
5817,36326,43834,Certificate of Deposit (CD),4742883.0,Inactive/Dormant
5818,7193,43834,Trust Account,769.0,Active
5819,46295,43834,Trust Account,748.0,Active
5820,25802,3036,Savings Account,80308.0,Inactive/Dormant
5821,30538,3036,Checking/Current Account,22.0,Active
5822,31300,3036,Checking/Current Account,525.0,Blocked/Frozen
5823,18902,57441,Individual Retirement Account (IRA),6086.0,Closed
5824,64182,57441,Individual Retirement Account (IRA),6.0,Blocked/Frozen
5825,59410,48752,Trust Account,8.0,Blocked/Frozen
5826,43348,355,Individual Retirement Account (IRA),247.0,Active
5827,6004,47570,Custodial Account,19519845.0,Blocked/Frozen
5828,63895,47570,Certificate of Deposit (CD),5964183.0,Defaulted
5829,42410,41638,Savings Account,938384.0,Defaulted
5830,5456,41638,Savings Account,98386416.0,Closed
5831,10700,41638,Business Account,2906.0,Active
5832,46675,36561,Trust Account,3545.0,Inactive/Dormant
5833,43457,31190,Custodial Account,82456.0,Inactive/Dormant
5834,40073,31190,Certificate of Deposit (CD),21744160.0,Limited/Restricted
5835,12622,31190,Business Account,95187.0,Limited/Restricted
5836,12194,40548,Individual Retirement Account (IRA),477.0,Closed
5837,30928,40548,Savings Account,374969126.0,Blocked/Frozen
5838,37531,40548,Certificate of Deposit (CD),703091530.0,Limited/Restricted
5839,18413,40548,Checking/Current Account,30.0,Blocked/Frozen
5840,48853,40548,Savings Account,77380843.0,Active
5841,50997,43859,Custodial Account,677321.0,Inactive/Dormant
5842,32387,43859,Savings Account,9351968.0,Inactive/Dormant
5843,22966,43859,Individual Retirement Account (IRA),245.0,Blocked/Frozen
5844,39172,43859,Certificate of Deposit (CD),6170664.0,Defaulted
5845,34190,43859,Trust Account,18298.0,Closed
5846,5525,20447,Custodial Account,35.0,Defaulted
5847,44175,27861,Business Account,3.0,Defaulted
5848,51329,27861,Checking/Current Account,812185691.0,Limited/Restricted
5849,9354,27861,Trust Account,2895.0,Limited/Restricted
5850,25599,847,Individual Retirement Account (IRA),182274.0,Closed
5851,23357,847,Individual Retirement Account (IRA),96032.0,Inactive/Dormant
5852,62235,61839,Trust Account,79977.0,Blocked/Frozen
5853,11026,54889,Checking/Current Account,3211.0,Limited/Restricted
5854,28490,54889,Trust Account,8.0,Limited/Restricted
5855,11615,54889,Trust Account,436580475.0,Blocked/Frozen
5856,29949,54889,Individual Retirement Account (IRA),76.0,Active
5857,44209,64228,Business Account,8.0,Limited/Restricted
5858,8459,64228,Trust Account,5.0,Inactive/Dormant
5859,21821,64228,Certificate of Deposit (CD),191354551.0,Limited/Restricted
5860,9315,19564,Trust Account,999295.0,Active
5861,57632,19564,Certificate of Deposit (CD),3971.0,Limited/Restricted
5862,45756,16849,Checking/Current Account,28.0,Blocked/Frozen
5863,56539,16006,Custodial Account,79350156.0,Blocked/Frozen
5864,10094,16006,Trust Account,2.0,Defaulted
5865,27552,16006,Individual Retirement Account (IRA),65245597.0,Defaulted
5866,15918,24483,Custodial Account,3.0,Active
5867,19983,24483,Custodial Account,8.0,Blocked/Frozen
5868,12818,24483,Trust Account,7615490.0,Active
5869,59778,12706,Business Account,45290.0,Inactive/Dormant
5870,24161,8364,Certificate of Deposit (CD),9.0,Defaulted
5871,49057,8364,Savings Account,76779.0,Defaulted
5872,36248,8364,Business Account,22.0,Blocked/Frozen
5873,26675,8364,Certificate of Deposit (CD),2.0,Closed
5874,34070,28512,Individual Retirement Account (IRA),135.0,Active
5875,63850,28512,Business Account,61895.0,Defaulted
5876,49026,28512,Checking/Current Account,0.0,Defaulted
5877,25798,46324,Trust Account,4.0,Defaulted
5878,36398,46324,Custodial Account,4.0,Closed
5879,28159,46324,Custodial Account,8930.0,Inactive/Dormant
5880,849,53065,Certificate of Deposit (CD),6974648.0,Active
5881,46406,53065,Certificate of Deposit (CD),37198.0,Defaulted
5882,55832,53065,Certificate of Deposit (CD),373.0,Closed
5883,64480,53065,Custodial Account,3816237.0,Active
5884,56618,50624,Savings Account,137263229.0,Defaulted
5885,37351,47596,Certificate of Deposit (CD),73.0,Blocked/Frozen
5886,15385,47596,Trust Account,3180.0,Closed
5887,54197,37663,Custodial Account,8848083.0,Defaulted
5888,3662,37663,Custodial Account,479833.0,Active
5889,41968,37663,Business Account,43358089.0,Closed
5890,64095,32201,Certificate of Deposit (CD),7.0,Closed
5891,6120,32201,Business Account,56233.0,Defaulted
5892,20192,39610,Individual Retirement Account (IRA),644.0,Inactive/Dormant
5893,11908,21881,Savings Account,55274310.0,Blocked/Frozen
5894,42701,24593,Business Account,2003.0,Limited/Restricted
5895,58093,58047,Individual Retirement Account (IRA),61695497.0,Active
5896,23563,58047,Certificate of Deposit (CD),505100.0,Blocked/Frozen
5897,28383,24681,Certificate of Deposit (CD),8.0,Closed
5898,20294,24681,Certificate of Deposit (CD),34833.0,Closed
5899,13384,11381,Checking/Current Account,4.0,Blocked/Frozen
5900,21161,16979,Savings Account,437.0,Blocked/Frozen
5901,60364,42525,Individual Retirement Account (IRA),3387293.0,Inactive/Dormant
5902,28396,18823,Custodial Account,31.0,Inactive/Dormant
5903,55663,12306,Business Account,9822851.0,Inactive/Dormant
5904,2077,12306,Certificate of Deposit (CD),33170160.0,Inactive/Dormant
5905,61528,12306,Custodial Account,3861940.0,Limited/Restricted
5906,14833,58583,Individual Retirement Account (IRA),48540.0,Blocked/Frozen
5907,47051,31410,Business Account,91116604.0,Blocked/Frozen
5908,27861,31410,Business Account,76633567.0,Active
5909,29873,31410,Certificate of Deposit (CD),6732964.0,Blocked/Frozen
5910,13283,39571,Custodial Account,3.0,Defaulted
5911,14172,37734,Individual Retirement Account (IRA),860024754.0,Active
5912,55581,37734,Savings Account,40.0,Blocked/Frozen
5913,13812,56007,Trust Account,610367763.0,Defaulted
5914,34223,34216,Trust Account,617214935.0,Inactive/Dormant
5915,12999,12270,Custodial Account,99337988.0,Limited/Restricted
5916,16885,12270,Savings Account,4.0,Inactive/Dormant
5917,46533,12270,Individual Retirement Account (IRA),8453053.0,Defaulted
5918,40665,41527,Individual Retirement Account (IRA),583.0,Closed
5919,4336,41527,Certificate of Deposit (CD),261398598.0,Blocked/Frozen
5920,25898,14752,Certificate of Deposit (CD),1049923.0,Blocked/Frozen
5921,13946,30822,Checking/Current Account,975107466.0,Defaulted
5922,6663,30822,Checking/Current Account,5701126.0,Defaulted
5923,59995,32256,Custodial Account,152.0,Defaulted
5924,13974,32256,Savings Account,2.0,Closed
5925,26629,32256,Certificate of Deposit (CD),629339.0,Active
5926,23815,32256,Trust Account,69.0,Limited/Restricted
5927,20104,23539,Savings Account,5072073.0,Inactive/Dormant
5928,57623,23539,Business Account,3.0,Closed
5929,48910,23539,Business Account,2353180.0,Limited/Restricted
5930,30397,3206,Checking/Current Account,25230758.0,Closed
5931,17995,13431,Checking/Current Account,16.0,Limited/Restricted
5932,6330,25134,Checking/Current Account,5.0,Limited/Restricted
5933,12587,25134,Checking/Current Account,8609.0,Blocked/Frozen
5934,40304,54112,Business Account,76937155.0,Blocked/Frozen
5935,64976,54112,Certificate of Deposit (CD),1.0,Closed
5936,24339,54112,Individual Retirement Account (IRA),691.0,Active
5937,65320,24213,Certificate of Deposit (CD),88.0,Blocked/Frozen
5938,16628,24213,Checking/Current Account,7502747.0,Inactive/Dormant
5939,35778,24213,Custodial Account,9389.0,Closed
5940,4576,24213,Trust Account,80599.0,Closed
5941,31837,51163,Business Account,3.0,Limited/Restricted
5942,48417,38512,Individual Retirement Account (IRA),6965411.0,Active
5943,29259,38512,Checking/Current Account,2.0,Inactive/Dormant
5944,27406,38512,Custodial Account,97.0,Defaulted
5945,16034,38512,Trust Account,5.0,Limited/Restricted
5946,20013,38512,Checking/Current Account,3.0,Defaulted
5947,36178,6279,Checking/Current Account,10668351.0,Active
5948,50271,6279,Checking/Current Account,86195834.0,Limited/Restricted
5949,29034,6279,Individual Retirement Account (IRA),80.0,Active
5950,38026,34882,Custodial Account,99196373.0,Inactive/Dormant
5951,64316,29844,Custodial Account,7034489.0,Inactive/Dormant
5952,31037,29844,Trust Account,381941006.0,Active
5953,36481,36296,Trust Account,55.0,Blocked/Frozen
5954,65384,24290,Custodial Account,612217632.0,Active
5955,59474,24290,Checking/Current Account,89030684.0,Limited/Restricted
5956,57162,61470,Checking/Current Account,80607280.0,Defaulted
5957,49615,61470,Trust Account,685.0,Inactive/Dormant
5958,44810,63855,Savings Account,79.0,Active
5959,62253,32372,Custodial Account,11169.0,Closed
5960,44639,32372,Trust Account,1257.0,Limited/Restricted
5961,823,32372,Trust Account,30.0,Inactive/Dormant
5962,5705,91,Custodial Account,157973849.0,Closed
5963,48086,7909,Savings Account,77561.0,Active
5964,7907,7909,Individual Retirement Account (IRA),200043.0,Inactive/Dormant
5965,8097,7909,Savings Account,6.0,Defaulted
5966,32973,64882,Checking/Current Account,5175.0,Defaulted
5967,16929,64882,Business Account,7961.0,Closed
5968,12829,56994,Business Account,5185472.0,Blocked/Frozen
5969,45494,56994,Trust Account,93006091.0,Limited/Restricted
5970,33290,56994,Checking/Current Account,58477.0,Blocked/Frozen
5971,6141,15787,Business Account,681.0,Closed
5972,25271,42592,Savings Account,15545.0,Limited/Restricted
5973,32486,42592,Savings Account,9757413.0,Inactive/Dormant
5974,48805,42592,Savings Account,6867627.0,Limited/Restricted
5975,52220,14682,Trust Account,336.0,Active
5976,20870,14682,Checking/Current Account,8.0,Active
5977,50693,14682,Certificate of Deposit (CD),34190.0,Limited/Restricted
5978,1075,14682,Checking/Current Account,81734.0,Closed
5979,45528,36284,Savings Account,737675838.0,Closed
5980,55222,36284,Trust Account,331752.0,Limited/Restricted
5981,57432,36284,Checking/Current Account,395044937.0,Active
5982,48320,29417,Checking/Current Account,9409181.0,Limited/Restricted
5983,46074,29417,Business Account,728810189.0,Active
5984,64678,59820,Trust Account,6683.0,Limited/Restricted
5985,12707,59820,Checking/Current Account,5.0,Active
5986,61812,59820,Trust Account,91878.0,Blocked/Frozen
5987,5614,59820,Savings Account,726.0,Limited/Restricted
5988,4497,63264,Certificate of Deposit (CD),865416.0,Blocked/Frozen
5989,15905,63264,Custodial Account,0.0,Limited/Restricted
5990,30367,10930,Savings Account,85.0,Closed
5991,27573,10930,Business Account,15110186.0,Closed
5992,21455,27248,Checking/Current Account,111.0,Defaulted
5993,6662,27248,Business Account,3540567.0,Inactive/Dormant
5994,60903,27248,Checking/Current Account,6213553.0,Active
5995,61305,46797,Checking/Current Account,13538.0,Closed
5996,12456,46797,Certificate of Deposit (CD),733.0,Defaulted
5997,36279,46797,Individual Retirement Account (IRA),539472.0,Limited/Restricted
5998,10608,46797,Individual Retirement Account (IRA),99797.0,Limited/Restricted
5999,39432,46797,Individual Retirement Account (IRA),569010427.0,Closed
6000,23061,50920,Trust Account,43300.0,Limited/Restricted
6001,4305,51892,Savings Account,9688.0,Blocked/Frozen
6002,54393,51892,Checking/Current Account,38.0,Blocked/Frozen
6003,41324,428,Checking/Current Account,90482.0,Limited/Restricted
6004,62976,428,Savings Account,3.0,Limited/Restricted
6005,26354,428,Individual Retirement Account (IRA),9.0,Blocked/Frozen
6006,5878,428,Checking/Current Account,668.0,Inactive/Dormant
6007,41870,51887,Checking/Current Account,68187.0,Closed
6008,14039,51887,Custodial Account,598040790.0,Inactive/Dormant
6009,32219,51887,Certificate of Deposit (CD),1302537.0,Limited/Restricted
6010,4701,41541,Business Account,301.0,Defaulted
6011,4239,41541,Business Account,61938839.0,Blocked/Frozen
6012,34565,27701,Trust Account,6968668.0,Active
6013,36609,1416,Savings Account,54765.0,Inactive/Dormant
6014,63869,1416,Certificate of Deposit (CD),568289.0,Closed
6015,19320,1416,Individual Retirement Account (IRA),4.0,Inactive/Dormant
6016,46338,1416,Business Account,7302858.0,Inactive/Dormant
6017,19928,20594,Business Account,25782.0,Active
